system:index,distance_to_landslide_m,exclusion_distance_m,landslide_target,random,sample_type,sampling_seed,.geo,reference_date,record_id,longitude,latitude
2791,21598.266297354545,1000,0,0.0114330749434181,background,2026,"{""type"":""Point"",""coordinates"":[95.97087509877774,28.140274265634837]}",2024-10-04,BG-0030,95.97087509877774,28.140274265634837
2240,24328.02765674933,1000,0,0.0116809449393122,background,2026,"{""type"":""Point"",""coordinates"":[90.86082758737312,25.420725143411836]}",2024-06-13,BG-0031,90.86082758737312,25.420725143411836
2603,10027.1592719494,1000,0,0.0118155419134091,background,2026,"{""type"":""Point"",""coordinates"":[92.33421332056709,23.82028129511027]}",2024-05-27,BG-0032,92.33421332056709,23.82028129511027
2318,15799.69063304768,1000,0,0.0124566434538057,background,2026,"{""type"":""Point"",""coordinates"":[93.18099294007999,25.309890097603134]}",2024-07-21,BG-0033,93.18099294007999,25.309890097603134
2130,7040.3564995697625,1000,0,0.0132427861712929,background,2026,"{""type"":""Point"",""coordinates"":[93.54215405022319,27.043986481973864]}",2023-06-17,BG-0034,93.54215405022319,27.043986481973864
1426,11005.631260475182,1000,0,0.0135591538207053,background,2026,"{""type"":""Point"",""coordinates"":[92.78844142918958,27.40632933557008]}",2024-05-28,BG-0035,92.78844142918958,27.40632933557008
2557,19592.095860814927,1000,0,0.0137230919675517,background,2026,"{""type"":""Point"",""coordinates"":[88.63956090331548,26.994641199061114]}",2024-07-01,BG-0036,88.63956090331548,26.994641199061114
2935,16037.853816092094,1000,0,0.0137705136294744,background,2026,"{""type"":""Point"",""coordinates"":[93.5790396361014,27.96222053220109]}",2024-07-02,BG-0037,93.5790396361014,27.96222053220109
2230,19549.029459992307,1000,0,0.0140175774970099,background,2026,"{""type"":""Point"",""coordinates"":[94.01014841258502,24.209041291851364]}",2021-07-31,BG-0038,94.01014841258502,24.209041291851364
881,11618.20217822497,1000,0,0.0141148128923958,background,2026,"{""type"":""Point"",""coordinates"":[93.14095937494217,24.646089873680218]}",2024-06-30,BG-0039,93.14095937494217,24.646089873680218
2700,8230.886779105402,1000,0,0.0144391423820834,background,2026,"{""type"":""Point"",""coordinates"":[92.81573203089945,22.730724991862548]}",2021-06-09,BG-0040,92.81573203089945,22.730724991862548
1802,20556.238223474287,1000,0,0.0145464518500337,background,2026,"{""type"":""Point"",""coordinates"":[93.28993575256465,25.08244182360667]}",2024-09-30,BG-0041,93.28993575256465,25.08244182360667
528,14222.779597180835,1000,0,0.0146953951499928,background,2026,"{""type"":""Point"",""coordinates"":[93.70324502296435,25.28956333041112]}",2024-05-28,BG-0042,93.70324502296435,25.28956333041112
29,1304.1886653355032,1000,0,0.0147836291660981,background,2026,"{""type"":""Point"",""coordinates"":[90.3371677635273,25.54373635809128]}",2024-06-15,BG-0043,90.3371677635273,25.54373635809128
786,8955.4525455481,1000,0,0.0153436495167681,background,2026,"{""type"":""Point"",""coordinates"":[92.4321066919585,25.030426179106684]}",2024-08-01,BG-0044,92.4321066919585,25.030426179106684
1841,22640.568309685663,1000,0,0.0153573773880013,background,2026,"{""type"":""Point"",""coordinates"":[92.91510538334433,24.743778187136417]}",2021-08-20,BG-0045,92.91510538334433,24.743778187136417
271,14095.7030515045,1000,0,0.0155351893323421,background,2026,"{""type"":""Point"",""coordinates"":[91.82034385542123,23.950403153841926]}",2024-08-20,BG-0046,91.82034385542123,23.950403153841926
886,21766.62084625821,1000,0,0.0158570640447288,background,2026,"{""type"":""Point"",""coordinates"":[91.90464752107226,23.28282418599643]}",2024-05-30,BG-0047,91.90464752107226,23.28282418599643
2103,11024.372368116654,1000,0,0.0160594373435416,background,2026,"{""type"":""Point"",""coordinates"":[94.34562705191321,26.339699871417302]}",2024-07-14,BG-0048,94.34562705191321,26.339699871417302
1585,23096.512926278938,1000,0,0.0163588217041851,background,2026,"{""type"":""Point"",""coordinates"":[94.8995576533819,25.492564521918528]}",2024-05-28,BG-0049,94.8995576533819,25.492564521918528
1950,22933.101988003305,1000,0,0.0164571070159168,background,2026,"{""type"":""Point"",""coordinates"":[94.56528456437721,28.707146866879505]}",2023-06-17,BG-0050,94.56528456437721,28.707146866879505
1718,15493.516071937416,1000,0,0.0165603467359359,background,2026,"{""type"":""Point"",""coordinates"":[93.00709755789708,25.341877672909405]}",2021-07-30,BG-0051,93.00709755789708,25.341877672909405
572,18873.49678710716,1000,0,0.0167479864440958,background,2026,"{""type"":""Point"",""coordinates"":[95.24534157834934,27.953768604062404]}",2023-04-03,BG-0052,95.24534157834934,27.953768604062404
933,13994.658540247576,1000,0,0.0167497997433898,background,2026,"{""type"":""Point"",""coordinates"":[93.96847711104263,27.87862532429929]}",2024-07-02,BG-0053,93.96847711104263,27.87862532429929
1874,8662.712523777453,1000,0,0.0168567372823433,background,2026,"{""type"":""Point"",""coordinates"":[92.84032923446681,22.157605121645812]}",2021-10-09,BG-0054,92.84032923446681,22.157605121645812
2694,3522.24180238761,1000,0,0.016924070995775,background,2026,"{""type"":""Point"",""coordinates"":[88.36015608236774,27.119836924951198]}",2024-05-28,BG-0055,88.36015608236774,27.119836924951198
550,6040.043010888891,1000,0,0.0179602825119266,background,2026,"{""type"":""Point"",""coordinates"":[88.68170968811276,27.411777671272024]}",2024-07-22,BG-0056,88.68170968811276,27.411777671272024
53,19480.78474319795,1000,0,0.0179612449312829,background,2026,"{""type"":""Point"",""coordinates"":[94.1697463675897,28.567530384574827]}",2024-06-29,BG-0057,94.1697463675897,28.567530384574827
2686,10043.810703741685,1000,0,0.0180848831682034,background,2026,"{""type"":""Point"",""coordinates"":[91.46142718016304,23.093065567758995]}",2024-08-06,BG-0058,91.46142718016304,23.093065567758995
236,17562.871293361928,1000,0,0.0187734459590456,background,2026,"{""type"":""Point"",""coordinates"":[94.33585596587577,24.527895425786024]}",2024-08-20,BG-0059,94.33585596587577,24.527895425786024
601,8992.620649366942,1000,0,0.0191419217589108,background,2026,"{""type"":""Point"",""coordinates"":[91.79974795392539,25.736693637162364]}",2023-06-23,BG-0060,91.79974795392539,25.736693637162364
1912,22180.02958917316,1000,0,0.019262349804168,background,2026,"{""type"":""Point"",""coordinates"":[92.93214470628305,24.684120437741186]}",2021-06-08,BG-0061,92.93214470628305,24.684120437741186
1421,7110.541117534604,1000,0,0.0197724216711465,background,2026,"{""type"":""Point"",""coordinates"":[93.90946778710064,25.70856566943345]}",2021-07-12,BG-0062,93.90946778710064,25.70856566943345
971,6821.033849732568,1000,0,0.0205100317659765,background,2026,"{""type"":""Point"",""coordinates"":[94.07896003798014,25.563814806841286]}",2021-02-17,BG-0063,94.07896003798014,25.563814806841286
2599,15328.327506006268,1000,0,0.0206456623416805,background,2026,"{""type"":""Point"",""coordinates"":[91.58370228843256,23.439993045887473]}",2024-08-14,BG-0064,91.58370228843256,23.439993045887473
1130,17295.395315146903,1000,0,0.0206552978519095,background,2026,"{""type"":""Point"",""coordinates"":[92.47571536743432,24.63720355449143]}",2021-08-26,BG-0065,92.47571536743432,24.63720355449143
1082,15276.274961999185,1000,0,0.0213661191306366,background,2026,"{""type"":""Point"",""coordinates"":[92.2325546144477,25.290225418209072]}",2024-10-01,BG-0066,92.2325546144477,25.290225418209072
2322,19110.25297431128,1000,0,0.0217216085840137,background,2026,"{""type"":""Point"",""coordinates"":[95.71940975150196,28.397857912370874]}",2024-05-28,BG-0067,95.71940975150196,28.397857912370874
2735,6922.299300144228,1000,0,0.0218165066604875,background,2026,"{""type"":""Point"",""coordinates"":[93.27708192624101,24.65959049576929]}",2024-08-23,BG-0068,93.27708192624101,24.65959049576929
328,4628.181694028003,1000,0,0.0219155001138454,background,2026,"{""type"":""Point"",""coordinates"":[88.48727940388746,27.455868602380193]}",2021-05-10,BG-0069,88.48727940388746,27.455868602380193
397,16972.881540105725,1000,0,0.0221756281147649,background,2026,"{""type"":""Point"",""coordinates"":[92.60754774994966,23.314046994525597]}",2024-07-05,BG-0070,92.60754774994966,23.314046994525597
2231,8769.666321995459,1000,0,0.0224035310398433,background,2026,"{""type"":""Point"",""coordinates"":[92.3585362081881,27.361786046666072]}",2024-05-28,BG-0071,92.3585362081881,27.361786046666072
639,18110.27659852541,1000,0,0.0225564179552358,background,2026,"{""type"":""Point"",""coordinates"":[94.08929275081948,24.68470191019637]}",2021-11-08,BG-0072,94.08929275081948,24.68470191019637
802,22126.78003969586,1000,0,0.0226935983873048,background,2026,"{""type"":""Point"",""coordinates"":[93.46272275268336,25.19732474446962]}",2024-08-18,BG-0073,93.46272275268336,25.19732474446962
969,3260.207311403317,1000,0,0.0227561289442329,background,2026,"{""type"":""Point"",""coordinates"":[93.3266344101554,27.269736128404183]}",2024-05-28,BG-0074,93.3266344101554,27.269736128404183
541,16436.14928569421,1000,0,0.0233354446552243,background,2026,"{""type"":""Point"",""coordinates"":[94.27735162464481,26.441348109872997]}",2024-07-22,BG-0075,94.27735162464481,26.441348109872997
2110,15489.879750833205,1000,0,0.0235052286398744,background,2026,"{""type"":""Point"",""coordinates"":[93.19742194119132,26.458570170141986]}",2024-08-06,BG-0076,93.19742194119132,26.458570170141986
908,21621.538437112664,1000,0,0.023559015254143,background,2026,"{""type"":""Point"",""coordinates"":[92.77740145311218,26.90193738894819]}",2024-08-01,BG-0077,92.77740145311218,26.90193738894819
1764,5378.737940456732,1000,0,0.0237196569278999,background,2026,"{""type"":""Point"",""coordinates"":[94.81159849014112,28.835782985349592]}",2023-08-04,BG-0078,94.81159849014112,28.835782985349592
2914,11758.134323754672,1000,0,0.0238073160946814,background,2026,"{""type"":""Point"",""coordinates"":[94.40085660257239,25.531515187843468]}",2024-06-19,BG-0079,94.40085660257239,25.531515187843468
190,15006.648442591448,1000,0,0.0240960384800298,background,2026,"{""type"":""Point"",""coordinates"":[95.59009069393245,27.253427800401838]}",2024-06-16,BG-0080,95.59009069393245,27.253427800401838
693,22461.98093286871,1000,0,0.0241766682418707,background,2026,"{""type"":""Point"",""coordinates"":[92.8204981670981,25.30848794994574]}",2024-05-27,BG-0081,92.8204981670981,25.30848794994574
1536,3298.7488296515367,1000,0,0.0243962883277468,background,2026,"{""type"":""Point"",""coordinates"":[90.28646146970343,25.58606774144786]}",2023-05-06,BG-0082,90.28646146970343,25.58606774144786
1462,3610.914486005857,1000,0,0.0244441118689675,background,2026,"{""type"":""Point"",""coordinates"":[93.3976203545861,24.773779893165504]}",2024-05-28,BG-0083,93.3976203545861,24.773779893165504
1715,19668.6348891616,1000,0,0.0245010264867653,background,2026,"{""type"":""Point"",""coordinates"":[91.4760130513932,22.994340235333357]}",2023-10-27,BG-0084,91.4760130513932,22.994340235333357
474,21564.215720129585,1000,0,0.0245721662010397,background,2026,"{""type"":""Point"",""coordinates"":[91.1144708586746,25.396746531448578]}",2024-06-15,BG-0085,91.1144708586746,25.396746531448578
2091,8264.738827026678,1000,0,0.0246240100921799,background,2026,"{""type"":""Point"",""coordinates"":[94.18142553889469,28.16862982866915]}",2021-08-25,BG-0086,94.18142553889469,28.16862982866915
40,15916.93579156051,1000,0,0.0250620709243669,background,2026,"{""type"":""Point"",""coordinates"":[93.56996935505829,27.97367923070843]}",2024-06-15,BG-0087,93.56996935505829,27.97367923070843
138,13866.673351926269,1000,0,0.0251376207553556,background,2026,"{""type"":""Point"",""coordinates"":[94.74276703568968,28.24019804026677]}",2023-06-12,BG-0088,94.74276703568968,28.24019804026677
2937,20270.64467280369,1000,0,0.0254160651643502,background,2026,"{""type"":""Point"",""coordinates"":[92.06589310824755,25.886321543961934]}",2024-08-01,BG-0089,92.06589310824755,25.886321543961934
2579,16384.42955017417,1000,0,0.025648572312899,background,2026,"{""type"":""Point"",""coordinates"":[94.30036056850822,27.388462133662344]}",2021-06-09,BG-0090,94.30036056850822,27.388462133662344
2743,11722.591949363768,1000,0,0.0260014784459183,background,2026,"{""type"":""Point"",""coordinates"":[91.34078263705923,25.17947764552399]}",2024-06-11,BG-0091,91.34078263705923,25.17947764552399
2501,1022.1218237002998,1000,0,0.0262284850600411,background,2026,"{""type"":""Point"",""coordinates"":[88.64656728265403,27.576485278840803]}",2024-06-17,BG-0092,88.64656728265403,27.576485278840803
2088,21676.07121221981,1000,0,0.0269190450179953,background,2026,"{""type"":""Point"",""coordinates"":[96.67884054418148,27.900235752448644]}",2024-05-28,BG-0093,96.67884054418148,27.900235752448644
2636,1982.6794956763845,1000,0,0.0269591919009339,background,2026,"{""type"":""Point"",""coordinates"":[91.86158668942376,25.383080521349836]}",2024-07-03,BG-0094,91.86158668942376,25.383080521349836
1470,23948.90255902089,1000,0,0.0269603713811575,background,2026,"{""type"":""Point"",""coordinates"":[91.48384689830216,23.525988737729445]}",2024-06-01,BG-0095,91.48384689830216,23.525988737729445
829,7476.694994234863,1000,0,0.0270918369665171,background,2026,"{""type"":""Point"",""coordinates"":[93.02708060674045,27.28105419631596]}",2021-06-16,BG-0096,93.02708060674045,27.28105419631596
1928,13658.87303828771,1000,0,0.0278353092852947,background,2026,"{""type"":""Point"",""coordinates"":[91.9796816296037,25.451637803098297]}",2024-07-02,BG-0097,91.9796816296037,25.451637803098297
623,22826.52587781835,1000,0,0.0284422632192704,background,2026,"{""type"":""Point"",""coordinates"":[92.60339965764204,25.220539355213962]}",2024-06-29,BG-0098,92.60339965764204,25.220539355213962
2863,9520.938493078402,1000,0,0.0284676405942301,background,2026,"{""type"":""Point"",""coordinates"":[93.83538138076831,25.875121644981665]}",2021-06-07,BG-0099,93.83538138076831,25.875121644981665
366,7564.0005948298785,1000,0,0.0285049687530675,background,2026,"{""type"":""Point"",""coordinates"":[88.39377594885121,27.052313501224244]}",2024-07-02,BG-0100,88.39377594885121,27.052313501224244
2991,6874.783306226514,1000,0,0.0306265739462832,background,2026,"{""type"":""Point"",""coordinates"":[90.437690728056,25.49225975754963]}",2024-05-16,BG-0101,90.437690728056,25.49225975754963
772,19092.789480652475,1000,0,0.0311833217709859,background,2026,"{""type"":""Point"",""coordinates"":[88.35532759081595,27.819406665586335]}",2023-06-18,BG-0102,88.35532759081595,27.819406665586335
2185,13371.60153981952,1000,0,0.0312771596735522,background,2026,"{""type"":""Point"",""coordinates"":[92.66128249227877,23.863022384623964]}",2024-06-15,BG-0103,92.66128249227877,23.863022384623964
112,19375.85164982521,1000,0,0.0315328566156329,background,2026,"{""type"":""Point"",""coordinates"":[88.74569598109034,27.826194875998286]}",2024-05-03,BG-0104,88.74569598109034,27.826194875998286
2711,9017.79173134165,1000,0,0.0316426027601748,background,2026,"{""type"":""Point"",""coordinates"":[92.24954876626119,27.251824035441523]}",2024-09-07,BG-0105,92.24954876626119,27.251824035441523
243,9536.268520011485,1000,0,0.0318202998992629,background,2026,"{""type"":""Point"",""coordinates"":[94.13771470436286,26.249021086587156]}",2024-08-01,BG-0106,94.13771470436286,26.249021086587156
384,24567.41782112272,1000,0,0.0319111181204759,background,2026,"{""type"":""Point"",""coordinates"":[90.49581174279446,25.767640137839006]}",2024-07-05,BG-0107,90.49581174279446,25.767640137839006
2229,2174.1523770489657,1000,0,0.0321080165903051,background,2026,"{""type"":""Point"",""coordinates"":[88.30407894462947,27.112991087359493]}",2024-06-17,BG-0108,88.30407894462947,27.112991087359493
2326,5272.341497247687,1000,0,0.032293973536838,background,2026,"{""type"":""Point"",""coordinates"":[93.10538284115968,24.71442343749401]}",2023-07-04,BG-0109,93.10538284115968,24.71442343749401
553,12450.51203992978,1000,0,0.0323596265886737,background,2026,"{""type"":""Point"",""coordinates"":[92.35444141593511,27.410774392927397]}",2024-05-28,BG-0110,92.35444141593511,27.410774392927397
2938,10671.110348513104,1000,0,0.0334939971103632,background,2026,"{""type"":""Point"",""coordinates"":[96.37363460155201,28.123379063564126]}",2024-06-15,BG-0111,96.37363460155201,28.123379063564126
364,15871.338343154888,1000,0,0.033865659939946,background,2026,"{""type"":""Point"",""coordinates"":[94.11096668485267,25.06086525263482]}",2024-06-15,BG-0112,94.11096668485267,25.06086525263482
2543,16094.563267051764,1000,0,0.0339957101072228,background,2026,"{""type"":""Point"",""coordinates"":[91.7077494821321,25.131165871108294]}",2024-10-01,BG-0113,91.7077494821321,25.131165871108294
157,17888.150104384,1000,0,0.0340081162271924,background,2026,"{""type"":""Point"",""coordinates"":[94.05218545840387,26.25983595237647]}",2024-07-02,BG-0114,94.05218545840387,26.25983595237647
2627,15590.9417978846,1000,0,0.0352565593086735,background,2026,"{""type"":""Point"",""coordinates"":[92.9598609555467,24.983467171229922]}",2021-07-14,BG-0115,92.9598609555467,24.983467171229922
2453,9176.578969545164,1000,0,0.0352601811347266,background,2026,"{""type"":""Point"",""coordinates"":[94.89954559214544,28.87038442577992]}",2024-07-29,BG-0116,94.89954559214544,28.87038442577992
258,20059.125865548795,1000,0,0.0354629208154029,background,2026,"{""type"":""Point"",""coordinates"":[88.86742216339707,27.57421572902798]}",2024-10-01,BG-0117,88.86742216339707,27.57421572902798
778,21244.77367582104,1000,0,0.0357439255452414,background,2026,"{""type"":""Point"",""coordinates"":[90.38999784161417,25.796960443065075]}",2024-06-15,BG-0118,90.38999784161417,25.796960443065075
726,23291.08358160879,1000,0,0.0357730762865952,background,2026,"{""type"":""Point"",""coordinates"":[90.65125803669173,25.573941286976623]}",2024-06-15,BG-0119,90.65125803669173,25.573941286976623
2281,5922.530049521068,1000,0,0.0360461624904231,background,2026,"{""type"":""Point"",""coordinates"":[93.86153497856586,24.74524598330144]}",2024-08-18,BG-0120,93.86153497856586,24.74524598330144
2534,8630.72904088424,1000,0,0.0365002531350961,background,2026,"{""type"":""Point"",""coordinates"":[92.21745064064817,27.19548066091717]}",2024-07-15,BG-0121,92.21745064064817,27.19548066091717
2943,10405.759511206965,1000,0,0.0366035488449988,background,2026,"{""type"":""Point"",""coordinates"":[92.39382454676755,25.256252295207734]}",2024-10-05,BG-0122,92.39382454676755,25.256252295207734
1619,12504.220313866805,1000,0,0.0367629445522312,background,2026,"{""type"":""Point"",""coordinates"":[94.46761689752702,28.457285950228215]}",2024-05-30,BG-0123,94.46761689752702,28.457285950228215
2429,23985.989270512426,1000,0,0.0369069666646667,background,2026,"{""type"":""Point"",""coordinates"":[92.1029942714586,25.9828670389093]}",2024-06-29,BG-0124,92.1029942714586,25.9828670389093
2478,10383.34223632462,1000,0,0.0371359802284483,background,2026,"{""type"":""Point"",""coordinates"":[90.52316301246769,25.548411096149056]}",2024-06-25,BG-0125,90.52316301246769,25.548411096149056
1105,4190.034453207508,1000,0,0.0374068288801602,background,2026,"{""type"":""Point"",""coordinates"":[94.00679381274799,25.13361496950988]}",2024-07-02,BG-0126,94.00679381274799,25.13361496950988
1877,15480.820489197442,1000,0,0.0374986624525798,background,2026,"{""type"":""Point"",""coordinates"":[91.67888598654993,23.706127790820304]}",2023-06-23,BG-0127,91.67888598654993,23.706127790820304
2574,14367.727857908783,1000,0,0.03829966764348,background,2026,"{""type"":""Point"",""coordinates"":[94.82160113686628,25.559924734930526]}",2024-06-15,BG-0128,94.82160113686628,25.559924734930526
2719,4403.744373888717,1000,0,0.0388049288847308,background,2026,"{""type"":""Point"",""coordinates"":[91.98329069063031,25.22618421632594]}",2021-06-22,BG-0129,91.98329069063031,25.22618421632594
433,6571.487961292589,1000,0,0.039310885037245,background,2026,"{""type"":""Point"",""coordinates"":[93.76757927852736,25.18245496668109]}",2024-06-11,BG-0130,93.76757927852736,25.18245496668109
1139,8485.86638775549,1000,0,0.0398332045702681,background,2026,"{""type"":""Point"",""coordinates"":[88.46527075823542,27.80393642643048]}",2023-06-11,BG-0131,88.46527075823542,27.80393642643048
2798,2497.3082961473533,1000,0,0.0398858663740905,background,2026,"{""type"":""Point"",""coordinates"":[92.70000675164562,23.43640071578731]}",2021-07-30,BG-0132,92.70000675164562,23.43640071578731
5,13424.766081055932,1000,0,0.0402164325190282,background,2026,"{""type"":""Point"",""coordinates"":[93.36231925401098,24.91650594204416]}",2024-07-05,BG-0133,93.36231925401098,24.91650594204416
1588,19059.49734636436,1000,0,0.040507771199057,background,2026,"{""type"":""Point"",""coordinates"":[94.06601326646867,27.550855322702326]}",2024-06-15,BG-0134,94.06601326646867,27.550855322702326
459,23305.983604437934,1000,0,0.0406960249581384,background,2026,"{""type"":""Point"",""coordinates"":[91.26158212440464,23.303738323290542]}",2021-07-08,BG-0135,91.26158212440464,23.303738323290542
659,14818.777995860952,1000,0,0.0409045117086593,background,2026,"{""type"":""Point"",""coordinates"":[91.65853349363209,24.005396681945086]}",2024-09-07,BG-0136,91.65853349363209,24.005396681945086
1686,22988.122932821752,1000,0,0.0411345206278116,background,2026,"{""type"":""Point"",""coordinates"":[95.55437713281141,27.408870747173875]}",2023-06-12,BG-0137,95.55437713281141,27.408870747173875
1362,22844.21762671558,1000,0,0.0414724167327928,background,2026,"{""type"":""Point"",""coordinates"":[92.9855527240197,26.74740628104224]}",2024-06-29,BG-0138,92.9855527240197,26.74740628104224
1534,16415.46884225792,1000,0,0.0427102589587632,background,2026,"{""type"":""Point"",""coordinates"":[91.71386086414972,25.857482056553113]}",2024-06-29,BG-0139,91.71386086414972,25.857482056553113
223,14181.820861965096,1000,0,0.0428397896930744,background,2026,"{""type"":""Point"",""coordinates"":[94.82551500999742,28.002272587780293]}",2023-10-27,BG-0140,94.82551500999742,28.002272587780293
1632,17130.139219536293,1000,0,0.0428841286033355,background,2026,"{""type"":""Point"",""coordinates"":[92.9144003886738,23.836019506801655]}",2024-05-27,BG-0141,92.9144003886738,23.836019506801655
2763,5590.52552180118,1000,0,0.0437206255839847,background,2026,"{""type"":""Point"",""coordinates"":[93.87804174397375,24.041865853936986]}",2024-05-28,BG-0142,93.87804174397375,24.041865853936986
1052,18275.36304552808,1000,0,0.0440284366753673,background,2026,"{""type"":""Point"",""coordinates"":[93.4967549686804,25.161260311805727]}",2024-08-23,BG-0143,93.4967549686804,25.161260311805727
1897,16458.983057676942,1000,0,0.0441706642287788,background,2026,"{""type"":""Point"",""coordinates"":[94.86987645728205,27.85215273272184]}",2024-07-29,BG-0144,94.86987645728205,27.85215273272184
2127,20647.534974595383,1000,0,0.0445554802587994,background,2026,"{""type"":""Point"",""coordinates"":[92.04336980293344,27.696904532225496]}",2021-07-19,BG-0145,92.04336980293344,27.696904532225496
