record_id,year,state,state_code,district,latitude,longitude,event_date,event_month,event_day_of_year,event_time_raw,event_type,rainfall_24h_mm,casualty,has_casualty,road_affected,road_affected_flag,source,source_code,landslide_target,slide_no,slide_id,landslide_name,location,elevation,slope,aspect,dem_source
LS-0011,2021,Manipur,2,Senapati,25.217562,93.820138,2021-06-06,6.0,157.0,,2.0,10.335549,0,0,,0,Online Media,1,1,22,Online Media/2021/Manipur/22,Tujang_Waichong_landslide,Between Tujang Waichong and Selsi Village,729.8132934570312,0.30554788690981594,57.39106082569077,PART1
LS-0012,2021,Manipur,2,Tamenglong,25.158298,93.677995,2021-06-07,6.0,158.0,,3.0,20.428739,0,0,Imphal-Tamenglong Road,1,Online Media,1,1,27,Online Media/2021/Manipur/27,Tamei2_landslide,Tamei Village,1078.260009765625,23.049971439462713,281.9735921379041,PART1
LS-0013,2021,Arunachal Pradesh,0,Papum Pare,27.241524,93.335972,2021-06-08,6.0,159.0,morning,3.0,150.76957,0,0,NH 13,1,Online Media,1,1,1,Online Media/2021/Arunachal Pradesh/1,Leporiang Landslide,Leporiang,1196.76220703125,26.51964924158855,149.30176689138466,PART2
LS-0014,2021,Sikkim,6,East Sikkim,27.343272,88.608275,2021-06-09,6.0,160.0,,1.0,66.071349,1,1,,0,Newspaper,0,1,68,Newspaper/2021/Sikkim/68,Tashi Namgyal Secondary School Landslide,,1615.595703125,9.696395541775876,212.03242923622867,PART2
LS-0015,2021,Mizoram,4,Aizawl,23.74192,92.741738,2021-06-11,6.0,162.0,21:30:00,1.0,17.590322,4,1,,0,Newspaper,0,1,35,Newspaper/2021/Mizoram/35,Thuampui landslide,Thuampui,886.4696044921875,34.63244234807314,119.41908031847657,PART1
LS-0016,2021,Manipur,2,Ukhrul,25.091769,94.358421,2021-06-16,6.0,167.0,,1.0,0.0,0,0,,0,Newspaper,0,1,30,Newspaper/2021/Manipur/30,Mini_Secretariat_landslide,"Mini Secretariat Complex, Hamleikhong",1873.399658203125,23.437737100988457,256.2714919826252,PART1
LS-0017,2021,Arunachal Pradesh,0,Upper Siang,28.936253,94.842537,2021-06-17,6.0,168.0,,2.0,2.636578,0,0,,0,Online Media,1,1,6,Online Media/2021/Arunachal Pradesh/6,Pekong Landslide,Pekong Village,683.1927490234375,36.70577261334195,139.81174116768784,PART2
LS-0018,2021,Assam,1,Kamrup metro,26.162784,91.694636,2021-06-18,6.0,169.0,4:30,2.0,121.189373,1,1,,0,Online Media,1,1,72,Online Media/2021/Assam/72,Water_works_colony_landslide,Water Works Colony,62.732574462890625,2.8170131371826,245.2932737925172,PART2
LS-0019,2021,Sikkim/West Bengal,6,Kalimpong,27.09117,88.464695,2021-06-18,6.0,169.0,,2.0,5.959684,2,1,,0,Newspaper,0,1,60,Newspaper/2021/Sikkim-West Bengal/60,Bhalukhola_landslide,Bhalu Khola,471.8810119628906,21.39093285493967,271.7567949759658,PART2
LS-0020,2021,Arunachal Pradesh,0,Tirap,26.911944,95.603611,2021-06-22,6.0,173.0,1:30,2.0,96.874331,1,1,,0,Newspaper,0,1,11,Newspaper/2021/Arunachal Pradesh/11,Kuthong Landslide,Kuthong Village in Tirap District,1326.96044921875,23.437709630493426,195.39642499793646,PART2
LS-0021,2021,Manipur,2,Tamenglong,25.158298,93.677995,2021-06-24,6.0,175.0,,3.0,15.714632,0,0,Imphal-Tamenglong Road,1,Online Media,1,1,26,Online Media/2021/Manipur/26,Tamei landslide,Tamei Village,1078.260009765625,23.049971439462713,281.9735921379041,PART1
LS-0022,2021,Arunachal Pradesh,0,East Siang,28.153611,95.181389,2021-06-27,6.0,178.0,,1.0,47.738895,0,0,,0,Online Media,1,1,5,Online Media/2021/Arunachal Pradesh/5,Rotlung Landslide,Rotlung Village at Kebang,454.3298034667969,38.99169053985588,243.64166963064082,PART2
LS-0023,2021,Arunachal Pradesh,0,East Siang,28.233722,94.9963,2021-06-27,6.0,178.0,,3.0,47.070611,0,0,,0,Online Media,1,1,15,Online Media/2021/Arunachal Pradesh/15,Sangam_bridge_collapse,Sangam Bridge Collapse near Pangin,201.5,21.501273515335317,180.0,PART2
LS-0024,2021,Arunachal Pradesh,0,Upper Siang,28.214774,95.235101,2021-06-30,6.0,181.0,,2.0,29.255691,0,0,NH 52,1,Online Media,1,1,12,Online Media/2021/Arunachal Pradesh/12,Pasighat_Yingkiong_Landslide,Pasighat to Yingkiong (100 kms from Yingkiong),510.58642578125,39.20600170582915,281.1541806721774,PART2
LS-0025,2021,Arunachal Pradesh,0,West Siang,27.796145,94.71335,2021-06-30,6.0,181.0,,3.0,18.77778,0,0,NH 52,1,Online Media,1,1,13,Online Media/2021/Arunachal Pradesh/13,Garu Landslide,"near Garu, 25 km from Likabali",895.8372802734375,10.049464381040275,271.3214163610504,PART2
LS-0026,2021,Meghalaya,3,West Garo Hills,25.499358,90.214668,2021-06-30,6.0,181.0,,1.0,107.621934,0,0,NH 51,1,Newspaper,0,1,19,Newspaper/2021/Meghalaya/19,Tura_dalu_stretch,Tura-Dalu stretch,289.78106689453125,27.68125635351838,322.43211232778225,PART1
LS-0027,2021,Meghalaya,3,South Garo Hills,25.202693,90.831915,2021-06-30,6.0,181.0,,2.0,200.134458,0,0,,0,Online Media,1,1,21,Online Media/2021/Meghalaya/21,Malikona_Village_landslide,Malikona Village Baghmara town,272.57269287109375,41.05590574622145,192.0070561250731,PART1
LS-0028,2021,Arunachal Pradesh,0,Upper Subansiri,27.965813,94.467809,2021-07-08,7.0,189.0,,2.0,73.121865,0,0,Trans Arunachal Highway,1,Newspaper,0,1,7,Newspaper/2021/Arunachal Pradesh/7,Tode landslide,Tode Village,508.3262939453125,36.41666694747667,250.60999958429096,PART2
LS-0029,2021,Nagaland,5,Phek,25.657788,94.438812,2021-07-12,7.0,193.0,,2.0,1.334883,0,0,,0,Newspaper,0,1,41,Newspaper/2021/Nagaland/41,Losami_Phek_landslide,Landslide between Losami and Phek Village,1558.338623046875,33.073867992085205,333.17440217996733,PART2
LS-0030,2021,Nagaland,5,Phek,25.603106,94.686755,2021-07-14,7.0,195.0,,2.0,65.401161,0,0,,0,Online Media,1,1,47,Online Media/2021/Nagaland/47,Phek_landslide,Ziphu,947.499267578125,28.67691328973725,189.34023763035913,PART2
LS-0031,2021,Manipur,2,Tamenglong,24.818353,93.440246,2021-07-19,7.0,200.0,14:50,1.0,48.191199,3,1,,0,Newspaper,0,1,29,Newspaper/2021/Manipur/29,Thingou_landslide,"8km towards Thingou, 15 km north from Nungba PS",262.5234680175781,22.10979771039799,293.9034969561884,PART1
LS-0032,2021,Manipur,2,Tamenglong,24.767366,93.332535,2021-07-19,7.0,200.0,,1.0,67.985381,0,0,Imphal-Jiribam Road (NH-37),1,Online Media,1,1,31,Online Media/2021/Manipur/31,Sibilong_temple_landslide,Sibilong Temple,222.3283233642578,23.107800855652812,66.34985676936515,PART1
LS-0033,2021,Mizoram,4,Lunglei,22.805047,92.816565,2021-07-19,7.0,200.0,,1.0,203.521302,0,0,NH 54,1,Online Media,1,1,34,Online Media/2021/Mizoram/34,Bualtei landslide,Bualtei,840.3836669921875,35.01457246183979,297.323499595243,PART1
LS-0034,2021,Nagaland,5,Tuensang,26.046657,94.767115,2021-07-20,7.0,201.0,,3.0,43.889829,0,0,PWD Road connecting Tobu to ITC Pangsha,1,Newspaper,0,1,40,Newspaper/2021/Nagaland/40,Wangshu_PwD_Road_landslide,Wangshu Village,2220.95458984375,14.35055969014902,233.17247503627758,PART2
LS-0035,2021,Manipur,2,Chandel,24.319566,94.160246,2021-07-26,7.0,207.0,,3.0,1.530845,0,0,AH-1 Moreh Road,1,Online Media,1,1,28,Online Media/2021/Manipur/28,Chahmol_landslide,Chahmol Village,1190.6556396484375,27.585774359355398,148.65595232684075,PART1
LS-0036,2021,Sikkim,6,South Sikkim,27.090965,88.45744,2021-07-29,7.0,210.0,,1.0,33.110832,0,0,,0,Newspaper,0,1,54,Newspaper/2021/Sikkim/54,Melli Secondary School Landslide,Melli Secondary School,243.26568603515625,2.6980590825541633,17.033882134813155,PART2
LS-0037,2021,Sikkim,6,South Sikkim,27.090724,88.456816,2021-07-30,7.0,211.0,,2.0,95.820024,1,1,,0,Newspaper,0,1,55,Newspaper/2021/Sikkim/55,Melli Bazaar Landslide,Melli Bazaar,253.4198455810547,22.724154735606767,49.397417027857614,PART2
LS-0038,2021,Sikkim,6,West Sikkim,27.146369,88.280411,2021-07-30,7.0,211.0,,2.0,24.942364,0,0,Jorethang - Legship Road,1,Online Media,1,1,65,Online Media/2021/Sikkim/65,Sisney Landslide,Sisney Petrol Pump,387.01617431640625,25.31141443867365,62.66004537372902,PART2
LS-0039,2021,Sikkim/West Bengal,6,Kalimpong,27.142902,88.531935,2021-07-30,7.0,211.0,,2.0,27.444981,2,1,,0,Newspaper,0,1,56,Newspaper/2021/Sikkim-West Bengal/56,Mamkhola Landslide,Mamkhola,381.1495361328125,48.37463962810723,287.97953062032354,PART2
LS-0040,2021,Sikkim/West Bengal,6,Kalimpong,27.10871,88.466754,2021-07-30,7.0,211.0,,2.0,95.820024,0,0,,0,Newspaper,0,1,57,Newspaper/2021/Sikkim-West Bengal/57,Melli 2 Landslide,near Melli,250.74917602539062,52.818574803498485,264.0785243617712,PART2
LS-0041,2021,Sikkim/West Bengal,6,South Sikkim,27.111336,88.325929,2021-07-30,7.0,211.0,,2.0,63.980069,0,0,,0,Newspaper,0,1,58,Newspaper/2021/Sikkim-West Bengal/58,Melli_Jorethang_landslide,Between Melli and Jorethang,442.6162414550781,22.242244978473213,287.6965485344108,PART2
LS-0042,2021,Nagaland,5,Phek,25.659725,94.409427,2021-07-31,7.0,212.0,,3.0,62.6106,0,0,Pfutsero-Khomi-Phek,1,Newspaper,0,1,48,Newspaper/2021/Nagaland/48,Pfutsero-Khomi-Phek landslide,,1417.4619140625,32.219010054713706,18.51950197721368,PART2
LS-0043,2021,Nagaland,5,Phek,25.723469,94.402948,2021-07-31,7.0,212.0,,3.0,37.740973,0,0,Pfutsero-Lanye,1,Newspaper,0,1,49,Newspaper/2021/Nagaland/49,Pfutsero-Lanye Landslide,,1922.3502197265625,24.53452787436523,13.806206162983301,PART2
LS-0044,2021,Sikkim,6,East Sikkim,27.366542,88.487805,2021-07-31,7.0,212.0,,2.0,140.635612,0,0,,0,Online Media,1,1,63,Online Media/2021/Sikkim/63,Seley_Ward_landslide,Seley ward under Tumin Lingee Constituency,1003.9857177734375,23.32725988972293,301.6363917803451,PART2
LS-0045,2021,Sikkim/West Bengal,6,Kalimpong,26.939387,88.414113,2021-07-31,7.0,212.0,,2.0,29.429714,0,0,NH 10,1,Online Media,1,1,64,Online Media/2021/Sikkim-West Bengal/64,Seti Jhora Landslide,Seti jhora near Kalimpong,965.7794189453125,35.08803078464321,25.49873548826025,PART2
LS-0046,2021,Manipur,2,Tamenglong,25.241119,93.857702,2021-08-02,8.0,214.0,3:30,1.0,7.93408,0,0,Imphal-Tamenglong Road,1,Newspaper,0,1,23,Newspaper/2021/Manipur/23,Lamlenkon_landslide,Lamlenkon in Tujang Waichong,829.8587646484375,10.942929034340336,36.819352604808046,PART1
LS-0047,2021,Meghalaya,3,Jaintia Hills,25.081742,92.362063,2021-08-02,8.0,214.0,7:00,3.0,90.034167,0,0,NH 06,1,Online Media,1,1,20,Online Media/2021/Meghalaya/20,Kuliang_landslide,"Kuliang Village, Khilerihat",237.2367706298828,27.773547459936918,272.8967929887539,PART1
LS-0048,2021,Nagaland,5,Wokha,26.208542,94.221938,2021-08-05,8.0,217.0,,3.0,8.485464,0,0,,0,Newspaper,0,1,44,Newspaper/2021/Nagaland/44,Sanis_Doyang_landslide,Between Sanis and Doyang,681.3712768554688,37.43691741510169,117.8953750431586,PART2
LS-0049,2021,Assam,1,Kamrup metro,26.154238,91.810523,2021-08-06,8.0,218.0,14:30,2.0,0.009634,1,1,,0,Newspaper,0,1,75,Newspaper/2021/Assam/75,Borbari_landslide,Borbari,66.99681091308594,8.679282354395369,353.0290084334943,PART2
LS-0050,2021,Nagaland,5,Wokha,26.092899,94.254627,2021-08-06,8.0,218.0,,2.0,57.994488,0,0,,0,Newspaper,0,1,39,Newspaper/2021/Nagaland/39,Lower Etsuchuka Colony landslide,Lower Etsuchuka Colony,1384.524658203125,8.983991493441088,138.05477290304032,PART2
LS-0051,2021,Nagaland,5,Wokha,26.096249,94.254289,2021-08-06,8.0,218.0,,2.0,57.994488,0,0,,0,Newspaper,0,1,42,Newspaper/2021/Nagaland/42,Police_Point_landslide,Police Point,1351.225341796875,5.67291566312167,301.22464357554713,PART2
LS-0052,2021,Nagaland,5,Wokha,26.091211,94.246956,2021-08-06,8.0,218.0,,2.0,57.994488,0,0,,0,Newspaper,0,1,43,Newspaper/2021/Nagaland/43,Airfield_colony_landslide,Airfield Colony,1189.765869140625,15.858148346804628,288.9735287881771,PART2
LS-0053,2021,Sikkim,6,East Sikkim,27.255462,88.597286,2021-08-08,8.0,220.0,,3.0,105.199218,0,0,Laltturning-Basilakha Road,1,Online Media,1,1,62,Online Media/2021/Sikkim/62,Basilakha_landslide,Basilakha,1076.102294921875,14.816899267860979,120.58097313944603,PART2
LS-0054,2021,Arunachal Pradesh,0,Upper Siang,28.849609,94.748649,2021-08-13,8.0,225.0,,3.0,75.210383,0,0,Yingkiong Road,1,Newspaper,0,1,2,Newspaper/2021/Arunachal Pradesh/2,Tuting_Yingkiong_landslide,Between Tuting and Yingkiong,698.128662109375,22.606030947409664,108.46718062583454,PART2
LS-0055,2021,Arunachal Pradesh,0,East Siang,28.122053,95.274842,2021-08-13,8.0,225.0,14:48,3.0,52.842427,0,0,NH 13,1,Newspapers,0,1,3,Newspapers/2021/Arunachal Pradesh/3,Sirki Waterfall Landslide,"near Sirki waterfall, 4kms from Pasighat towards Pangin and Aalo",250.6267852783203,20.883790908841725,195.00126920706816,PART2
LS-0056,2021,Arunachal Pradesh,0,West Siang,27.784222,94.721322,2021-08-13,8.0,225.0,,3.0,19.044726,0,0,NH 13,1,Newspapers,0,1,4,Newspapers/2021/Arunachal Pradesh/4,Likabali_Basar_landslide,Between Likabali and Basar,850.4159545898438,20.396027626128117,312.59802774472683,PART2
LS-0057,2021,Manipur,2,Tamenglong,24.826041,93.56119,2021-08-16,8.0,228.0,,3.0,4.368737,0,0,NH 37,1,Newspaper,0,1,25,Newspaper/2021/Manipur/25,Awang_khul_landslide,5 km away from Awang Khul Village,368.7687072753906,17.949198083624726,81.18442001701595,PART1
LS-0058,2021,Nagaland,5,Kiphire,25.7623,94.863047,2021-08-17,8.0,229.0,,2.0,59.658672,0,0,,0,Online Media,1,1,46,Online Media/2021/Nagaland/46,Pungro-Mimi landslide,Pungro-Mimi axis near Longkhimong village,1738.284423828125,3.0179998711334957,220.10921728116486,PART2
LS-0059,2021,Manipur,2,Churachandpur,24.503658,93.509375,2021-08-20,8.0,232.0,,2.0,101.288447,0,0,Henglep to Churachandpur road,1,Newspaper,0,1,24,Newspaper/2021/Manipur/24,S_Kholop_landslide,S Kholop village,755.6665649414062,15.903447357413869,9.39613177429925,PART1
LS-0060,2021,Sikkim,6,East Sikkim,27.250224,88.614992,2021-08-24,8.0,236.0,,1.0,6.267921,0,0,Pakyong to Assam Lingsey Road,1,Newspaper,0,1,52,Newspaper/2021/Sikkim/52,Samsing Shanti Turn Landslide,Samsing Shanti turn,1317.3302001953125,35.22415843072704,214.01527168194028,PART2
LS-0061,2021,Sikkim,6,West Sikkim,27.1624,88.152087,2021-08-24,8.0,236.0,,1.0,8.109331,0,0,Soreng Sombaria Road,1,Newspaper,0,1,53,Newspaper/2021/Sikkim/53,Muneew Taryebhir Landslide,Muneew Taryabhir stretch,1585.6839599609375,33.20556237893245,24.41387513789624,PART2
LS-0062,2021,Assam,1,Nagaon,26.574761,93.110996,2021-08-25,8.0,237.0,,3.0,37.999535,0,0,NH 39,1,Newspaper,0,1,73,Newspaper/2021/Assam/73,Burapahar Landslide,Kaliabor,100.78919219970703,31.209656526103974,158.803526542084,PART2
LS-0063,2021,Mizoram,4,Lawngtlai,22.130154,92.761693,2021-08-26,8.0,238.0,,3.0,14.347636,0,0,,0,Online Media,1,1,33,Online Media/2021/Mizoram/33,Zochachhuah landslide,Zochachhuah,,,,NONE
LS-0064,2021,Tripura,7,South,23.2463,91.480725,2021-08-26,8.0,238.0,,2.0,78.381047,1,1,,0,Newspaper,0,1,70,Newspaper/2021/Tripura/70,Sarsima Landslide,Sarsima area of Belonia in South Tripura,26.304155349731445,5.334689138846076,81.5660521065148,PART1
LS-0065,2021,Tripura,7,South,23.228158,91.494288,2021-08-26,8.0,238.0,,2.0,78.381047,0,0,,0,Online Media,1,1,71,Online Media/2021/Tripura/71,Jharjhari landslide,Jharjhari Village,38.43385696411133,7.826950278959373,248.319837392525,PART1
LS-0066,2021,Sikkim,6,West Sikkim,27.221268,88.307456,2021-08-27,8.0,239.0,,3.0,55.277454,0,0,Jorethang - Legship Road,1,Online Media,1,1,66,Online Media/2021/Sikkim/66,Jorethang-Legship Landslide,Reshi Bazaar,459.90667724609375,31.862559664221912,160.75082456588893,PART2
LS-0067,2021,Sikkim,6,West Sikkim,27.26428,88.158235,2021-08-29,8.0,241.0,,3.0,12.638664,0,0,Bongten-Changay road,1,Newspaper,0,1,69,Newspaper/2021/Sikkim/69,Bongten-Changay Landslide,Upper Bongten and Changay,1114.4383544921875,6.754316450323801,60.132378900927165,PART2
LS-0068,2021,Arunachal Pradesh,0,Lower Subansiri,27.794025,94.073954,2021-09-09,9.0,252.0,,3.0,3.679493,0,0,,0,Newspaper,0,1,16,Newspaper/2021/Arunachal Pradesh/16,Raga landslide,Raga headquarters,1044.0313720703125,12.698074060623819,141.3113663563994,PART2
LS-0069,2021,Nagaland,5,Tuensang,26.232589,94.939423,2021-09-09,9.0,252.0,,2.0,27.739122,0,0,,0,Online Media,1,1,51,Online Media/2021/Nagaland/51,Chedang Saddle Landslide,Chedang Saddle and Noklak,1535.31103515625,33.54942460373395,350.4605686289688,PART2
LS-0070,2021,Arunachal Pradesh,0,West Kameng,27.104442,92.566072,2021-09-20,9.0,263.0,,2.0,0.0,0,0,,0,Newspaper,0,1,17,Newspaper/2021/Arunachal Pradesh/17,20_landslides_BCT_road,20 locations along BCT Road between Sessa and Nechiphu,777.1378784179688,47.29645951625439,148.24703771873635,PART2
LS-0071,2021,Manipur,2,Chandel,24.005219,93.915829,2021-10-09,10.0,282.0,,2.0,0.093849,0,0,,0,Newspaper,0,1,32,Newspaper/2021/Manipur/32,Khulmulen-Sajik landslide,Khulmulen-Sajik Road in Sajik Valley,1508.9569091796875,22.103843962748524,113.17706347645435,PART1
LS-0072,2021,Mizoram,4,Aizawl,23.689863,92.859428,2021-10-09,10.0,282.0,,2.0,7.244019,2,1,,0,Online Media,1,1,36,Online Media/2021/Mizoram/36,Thingsulthliah landslide,Thingsulthliah Village,895.2804565429688,12.758799121748941,94.65363891161132,PART1
LS-0073,2021,Assam,1,Kamrup metro,26.170251,91.690161,2021-10-20,10.0,293.0,,2.0,21.30988,0,0,,0,Newspaper,0,1,74,Newspaper/2021/Assam/74,Pandu_landslide,Guwahati,54.59192657470703,2.99661456193117,29.099160782962315,PART2
LS-0074,2021,Sikkim,6,East Sikkim,27.32459,88.609439,2021-10-20,10.0,293.0,,2.0,198.109475,0,0,,0,Online Media,1,1,59,Online Media/2021/Sikkim/59,Pani House Landslide,Pani House,1526.5814208984375,37.09989383797841,275.44273404921967,PART2
LS-0075,2021,Nagaland,5,Tuensang,26.250081,95.061502,2021-11-08,11.0,312.0,,2.0,0.0,0,0,,0,Online Media,1,1,50,Online Media/2021/Nagaland/50,Wensoi Landslide,Wensoi Village,1471.1748046875,27.685780648707784,123.20601953523277,PART2
LS-0076,2023,Sikkim,6,Gangtok,27.39235464,88.52320007,2023-03-26,3.0,85.0,,3.0,0.669916422,0,0,Dikchu-Rakdong Road,1,Newspapers & Media,0,1,2,Newspapers & Media/2023/Sikkim/2,Sokpay Landslide,Sokpay Village,1206.945556640625,52.43651809032978,225.64007915423528,PART2
LS-0077,2023,Assam,1,Dhemaji,27.55468158,94.25992713,2023-04-03,4.0,93.0,,1.0,9.3,0,0,,0,Newspapers & Media,0,1,8,Newspapers & Media/2023/Assam/8,Subansiri Lower Hydroelectric Project,Gerukamukh,198.47637939453125,52.156112991702635,266.68345548964123,PART2
LS-0078,2023,Meghalaya,3,East Jaintia Hills,25.105931,92.360242,2023-04-05,4.0,95.0,7:00 AM,3.0,2.958248956,0,0,NH 6,1,Newspapers & Media,0,1,14,Newspapers & Media/2023/Meghalaya/14,Sonapur Tunnel Landslide,Near Sonapur Tunnel,55.556514739990234,22.236416541506564,221.4399789761911,PART1
LS-0079,2023,Meghalaya,3,East Khasi Hills,25.371447,91.876558,2023-04-14,4.0,104.0,,3.0,0.0,2,1,NH 206,1,Newspapers & Media,0,1,3,Newspapers & Media/2023/Meghalaya/3,Rngain Landslide,"Rngain Village, Pynursla",1526.8599853515625,41.97134187295409,246.65593272693448,PART1
LS-0080,2023,Arunachal Pradesh,0,Upper Siang,28.79895656,94.77570872,2023-05-05,5.0,125.0,2:00 AM,3.0,4.29,4,1,Yingkiong_Tuting_Road,1,Newspapers & Media,0,1,7,Newspapers & Media/2023/Arunachal Pradesh/7,Mossing Landslide,Yingkiong_Tuting_Road,730.443359375,38.904102531589565,41.209200167404106,PART2
LS-0081,2023,Arunachal Pradesh,0,Kurung Kumey,27.89451833,93.43502779,2023-05-06,5.0,126.0,,3.0,7.562835236,0,0,Koloriang to Parsi Parlo road,1,Newspapers & Media,0,1,4,Newspapers & Media/2023/Arunachal Pradesh/4,Kurung 1,near Kurung bridge,817.197265625,34.71693154584472,322.9265945608362,PART2
LS-0082,2023,Arunachal Pradesh,0,Kurung Kumey,27.8964705,93.42410335,2023-05-06,5.0,126.0,,3.0,7.56,0,0,Koloriang to Parsi Parlo road,1,Newspapers & Media,0,1,5,Newspapers & Media/2023/Arunachal Pradesh/5,Kurung 2,Near Kurung bridge,836.986328125,29.3218876872751,26.52083557024406,PART2
LS-0083,2023,Meghalaya,3,West Garo Hills,25.515019,90.202987,2023-05-06,5.0,126.0,,2.0,0.0,0,0,,0,Newspapers & Media,0,1,9,Newspapers & Media/2023/Meghalaya/9,Tura Civil Hospital,Tura Civil Hospital,302.83648681640625,23.471098264426644,192.01577114442767,PART2
LS-0084,2023,Sikkim,6,North Sikkim,27.613235,88.657305,2023-05-19,5.0,139.0,,2.0,13.09883959,0,0,Chungthang_Lachung_Road,1,Newspapers & Media,0,1,11,Newspapers & Media/2023/Sikkim/11,Chungthang Landslide,Chungthang_Lachung_Road,1731.767333984375,35.328117621942425,40.833014360378456,PART2
LS-0085,2023,Meghalaya,3,East Jaintia Hills,25.105844,92.36018,2023-05-27,5.0,147.0,,2.0,0.007794081,0,0,NH 6,1,Newspapers & Media,0,1,12,Newspapers & Media/2023/Meghalaya/12,Sonapur Tunnel Landslide,Near Sonapur Tunnel,55.556514739990234,22.236410286819694,221.43995875102755,PART1
LS-0086,2023,Meghalaya,3,East Jaintia Hills,25.105937,92.360245,2023-06-10,6.0,161.0,,3.0,87.10559537,0,0,NH 6,1,Newspapers & Media,0,1,15,Newspapers & Media/2023/Meghalaya/15,Sonapur Tunnel Landslide,near Sonapur Tunnel,55.556514739990234,22.236416972865424,221.439980371033,PART1
LS-0087,2023,Meghalaya,3,East Khasi Hills,25.309601,91.902608,2023-06-11,6.0,162.0,,2.0,0.0,0,0,,0,Newspapers & Media,0,1,18,Newspapers & Media/2023/Meghalaya/18,Pynursla Landslide,Riwar Mihngi circle,1320.3873291015625,21.42332604113072,0.8899075210103433,PART1
LS-0088,2023,Arunachal Pradesh,0,West Kameng,27.026924,92.610166,2023-06-12,6.0,163.0,,2.0,97.92,0,0,NH 13,1,Newspapers & Media,0,1,17,Newspapers & Media/2023/Arunachal Pradesh/17,Tippi Landslide,Balipara-Chariduar-Tawang Road (Tippi Village),169.1261444091797,1.747670747841759,160.885005460682,PART2
LS-0089,2023,Meghalaya,3,East Jaintia Hills,25.105945,92.360259,2023-06-15,6.0,166.0,Morning,3.0,0.0,0,0,NH 6,1,Newspapers & Media,0,1,19,Newspapers & Media/2023/Meghalaya/19,Sonapur Tunnel Landslide,near Sonapur Tunnel,55.556514739990234,22.236417548010802,221.43998223082275,PART1
