system:index,distance_to_landslide_m,exclusion_distance_m,landslide_target,random,sample_type,sampling_seed,.geo
29,1304.1886653355032,1000,0,0.0147836291660981,background,2026,"{""type"":""Point"",""coordinates"":[90.3371677635273,25.54373635809128]}"
786,8955.4525455481,1000,0,0.015343649516768143,background,2026,"{""type"":""Point"",""coordinates"":[92.4321066919585,25.030426179106684]}"
1841,22640.568309685663,1000,0,0.015357377388001359,background,2026,"{""type"":""Point"",""coordinates"":[92.91510538334433,24.743778187136417]}"
271,14095.703051504499,1000,0,0.015535189332342103,background,2026,"{""type"":""Point"",""coordinates"":[91.82034385542123,23.950403153841926]}"
886,21766.620846258214,1000,0,0.015857064044728864,background,2026,"{""type"":""Point"",""coordinates"":[91.90464752107226,23.28282418599643]}"
2103,11024.372368116654,1000,0,0.01605943734354165,background,2026,"{""type"":""Point"",""coordinates"":[94.34562705191321,26.339699871417302]}"
1585,23096.512926278938,1000,0,0.016358821704185122,background,2026,"{""type"":""Point"",""coordinates"":[94.8995576533819,25.492564521918528]}"
1950,22933.101988003305,1000,0,0.01645710701591685,background,2026,"{""type"":""Point"",""coordinates"":[94.56528456437721,28.707146866879505]}"
1718,15493.516071937416,1000,0,0.016560346735935982,background,2026,"{""type"":""Point"",""coordinates"":[93.00709755789708,25.341877672909405]}"
572,18873.49678710716,1000,0,0.016747986444095808,background,2026,"{""type"":""Point"",""coordinates"":[95.24534157834934,27.953768604062404]}"
933,13994.658540247576,1000,0,0.01674979974338986,background,2026,"{""type"":""Point"",""coordinates"":[93.96847711104263,27.87862532429929]}"
1874,8662.712523777453,1000,0,0.01685673728234338,background,2026,"{""type"":""Point"",""coordinates"":[92.84032923446681,22.157605121645812]}"
2694,3522.24180238761,1000,0,0.016924070995775087,background,2026,"{""type"":""Point"",""coordinates"":[88.36015608236774,27.119836924951198]}"
550,6040.043010888891,1000,0,0.017960282511926606,background,2026,"{""type"":""Point"",""coordinates"":[88.68170968811276,27.411777671272024]}"
53,19480.78474319795,1000,0,0.017961244931282927,background,2026,"{""type"":""Point"",""coordinates"":[94.1697463675897,28.567530384574827]}"
2686,10043.810703741685,1000,0,0.018084883168203447,background,2026,"{""type"":""Point"",""coordinates"":[91.46142718016304,23.093065567758995]}"
236,17562.871293361928,1000,0,0.01877344595904562,background,2026,"{""type"":""Point"",""coordinates"":[94.33585596587577,24.527895425786024]}"
601,8992.620649366942,1000,0,0.01914192175891083,background,2026,"{""type"":""Point"",""coordinates"":[91.79974795392539,25.736693637162364]}"
1912,22180.029589173162,1000,0,0.019262349804168077,background,2026,"{""type"":""Point"",""coordinates"":[92.93214470628305,24.684120437741186]}"
1421,7110.5411175346035,1000,0,0.019772421671146567,background,2026,"{""type"":""Point"",""coordinates"":[93.90946778710064,25.70856566943345]}"
971,6821.033849732568,1000,0,0.020510031765976544,background,2026,"{""type"":""Point"",""coordinates"":[94.07896003798014,25.563814806841286]}"
2599,15328.327506006268,1000,0,0.020645662341680526,background,2026,"{""type"":""Point"",""coordinates"":[91.58370228843256,23.439993045887473]}"
1130,17295.395315146903,1000,0,0.02065529785190956,background,2026,"{""type"":""Point"",""coordinates"":[92.47571536743432,24.63720355449143]}"
1082,15276.274961999185,1000,0,0.021366119130636685,background,2026,"{""type"":""Point"",""coordinates"":[92.2325546144477,25.290225418209072]}"
2322,19110.25297431128,1000,0,0.02172160858401373,background,2026,"{""type"":""Point"",""coordinates"":[95.71940975150196,28.397857912370874]}"
2735,6922.299300144228,1000,0,0.02181650666048751,background,2026,"{""type"":""Point"",""coordinates"":[93.27708192624101,24.65959049576929]}"
328,4628.181694028003,1000,0,0.021915500113845465,background,2026,"{""type"":""Point"",""coordinates"":[88.48727940388746,27.455868602380193]}"
397,16972.881540105725,1000,0,0.022175628114764923,background,2026,"{""type"":""Point"",""coordinates"":[92.60754774994966,23.314046994525597]}"
2231,8769.666321995459,1000,0,0.022403531039843383,background,2026,"{""type"":""Point"",""coordinates"":[92.3585362081881,27.361786046666072]}"
639,18110.27659852541,1000,0,0.022556417955235886,background,2026,"{""type"":""Point"",""coordinates"":[94.08929275081948,24.68470191019637]}"
802,22126.78003969586,1000,0,0.022693598387304892,background,2026,"{""type"":""Point"",""coordinates"":[93.46272275268336,25.19732474446962]}"
969,3260.207311403317,1000,0,0.022756128944232956,background,2026,"{""type"":""Point"",""coordinates"":[93.3266344101554,27.269736128404183]}"
541,16436.14928569421,1000,0,0.023335444655224302,background,2026,"{""type"":""Point"",""coordinates"":[94.27735162464481,26.441348109872997]}"
2110,15489.879750833203,1000,0,0.023505228639874476,background,2026,"{""type"":""Point"",""coordinates"":[93.19742194119132,26.458570170141986]}"
908,21621.538437112664,1000,0,0.023559015254143056,background,2026,"{""type"":""Point"",""coordinates"":[92.77740145311218,26.90193738894819]}"
1764,5378.737940456732,1000,0,0.0237196569278999,background,2026,"{""type"":""Point"",""coordinates"":[94.81159849014112,28.835782985349592]}"
2914,11758.134323754673,1000,0,0.023807316094681452,background,2026,"{""type"":""Point"",""coordinates"":[94.40085660257239,25.531515187843468]}"
190,15006.648442591448,1000,0,0.024096038480029836,background,2026,"{""type"":""Point"",""coordinates"":[95.59009069393245,27.253427800401838]}"
693,22461.98093286871,1000,0,0.024176668241870702,background,2026,"{""type"":""Point"",""coordinates"":[92.8204981670981,25.30848794994574]}"
1536,3298.7488296515367,1000,0,0.024396288327746873,background,2026,"{""type"":""Point"",""coordinates"":[90.28646146970343,25.58606774144786]}"
1462,3610.914486005857,1000,0,0.024444111868967555,background,2026,"{""type"":""Point"",""coordinates"":[93.3976203545861,24.773779893165504]}"
1715,19668.634889161593,1000,0,0.02450102648676533,background,2026,"{""type"":""Point"",""coordinates"":[91.4760130513932,22.994340235333357]}"
474,21564.215720129585,1000,0,0.024572166201039747,background,2026,"{""type"":""Point"",""coordinates"":[91.1144708586746,25.396746531448578]}"
2091,8264.738827026678,1000,0,0.02462401009217996,background,2026,"{""type"":""Point"",""coordinates"":[94.18142553889469,28.16862982866915]}"
40,15916.93579156051,1000,0,0.025062070924366964,background,2026,"{""type"":""Point"",""coordinates"":[93.56996935505829,27.97367923070843]}"
138,13866.673351926269,1000,0,0.02513762075535564,background,2026,"{""type"":""Point"",""coordinates"":[94.74276703568968,28.24019804026677]}"
2937,20270.64467280369,1000,0,0.025416065164350243,background,2026,"{""type"":""Point"",""coordinates"":[92.06589310824755,25.886321543961934]}"
2579,16384.42955017417,1000,0,0.025648572312899076,background,2026,"{""type"":""Point"",""coordinates"":[94.30036056850822,27.388462133662344]}"
2743,11722.591949363767,1000,0,0.02600147844591838,background,2026,"{""type"":""Point"",""coordinates"":[91.34078263705923,25.17947764552399]}"
2501,1022.1218237002998,1000,0,0.026228485060041162,background,2026,"{""type"":""Point"",""coordinates"":[88.64656728265403,27.576485278840803]}"
2088,21676.07121221981,1000,0,0.026919045017995358,background,2026,"{""type"":""Point"",""coordinates"":[96.67884054418148,27.900235752448644]}"
2636,1982.6794956763845,1000,0,0.026959191900933988,background,2026,"{""type"":""Point"",""coordinates"":[91.86158668942376,25.383080521349836]}"
1470,23948.90255902089,1000,0,0.02696037138115759,background,2026,"{""type"":""Point"",""coordinates"":[91.48384689830216,23.525988737729445]}"
829,7476.694994234863,1000,0,0.02709183696651718,background,2026,"{""type"":""Point"",""coordinates"":[93.02708060674045,27.28105419631596]}"
1928,13658.87303828771,1000,0,0.027835309285294763,background,2026,"{""type"":""Point"",""coordinates"":[91.9796816296037,25.451637803098297]}"
623,22826.52587781835,1000,0,0.02844226321927046,background,2026,"{""type"":""Point"",""coordinates"":[92.60339965764204,25.220539355213962]}"
2863,9520.938493078402,1000,0,0.028467640594230126,background,2026,"{""type"":""Point"",""coordinates"":[93.83538138076831,25.875121644981665]}"
366,7564.0005948298785,1000,0,0.028504968753067517,background,2026,"{""type"":""Point"",""coordinates"":[88.39377594885121,27.052313501224244]}"
2991,6874.783306226514,1000,0,0.03062657394628321,background,2026,"{""type"":""Point"",""coordinates"":[90.437690728056,25.49225975754963]}"
772,19092.789480652475,1000,0,0.031183321770985928,background,2026,"{""type"":""Point"",""coordinates"":[88.35532759081595,27.819406665586335]}"
2185,13371.601539819521,1000,0,0.03127715967355227,background,2026,"{""type"":""Point"",""coordinates"":[92.66128249227877,23.863022384623964]}"
112,19375.85164982521,1000,0,0.03153285661563299,background,2026,"{""type"":""Point"",""coordinates"":[88.74569598109034,27.826194875998286]}"
2711,9017.79173134165,1000,0,0.03164260276017483,background,2026,"{""type"":""Point"",""coordinates"":[92.24954876626119,27.251824035441523]}"
243,9536.268520011483,1000,0,0.03182029989926294,background,2026,"{""type"":""Point"",""coordinates"":[94.13771470436286,26.249021086587156]}"
384,24567.41782112272,1000,0,0.03191111812047598,background,2026,"{""type"":""Point"",""coordinates"":[90.49581174279446,25.767640137839006]}"
2229,2174.1523770489657,1000,0,0.032108016590305155,background,2026,"{""type"":""Point"",""coordinates"":[88.30407894462947,27.112991087359493]}"
2326,5272.341497247687,1000,0,0.03229397353683805,background,2026,"{""type"":""Point"",""coordinates"":[93.10538284115968,24.71442343749401]}"
553,12450.51203992978,1000,0,0.03235962658867375,background,2026,"{""type"":""Point"",""coordinates"":[92.35444141593511,27.410774392927397]}"
2938,10671.110348513104,1000,0,0.03349399711036327,background,2026,"{""type"":""Point"",""coordinates"":[96.37363460155201,28.123379063564126]}"
364,15871.338343154888,1000,0,0.03386565993994606,background,2026,"{""type"":""Point"",""coordinates"":[94.11096668485267,25.06086525263482]}"
2543,16094.563267051763,1000,0,0.0339957101072228,background,2026,"{""type"":""Point"",""coordinates"":[91.7077494821321,25.131165871108294]}"
157,17888.150104384,1000,0,0.034008116227192464,background,2026,"{""type"":""Point"",""coordinates"":[94.05218545840387,26.25983595237647]}"
2627,15590.9417978846,1000,0,0.03525655930867355,background,2026,"{""type"":""Point"",""coordinates"":[92.9598609555467,24.983467171229922]}"
2453,9176.578969545164,1000,0,0.03526018113472662,background,2026,"{""type"":""Point"",""coordinates"":[94.89954559214544,28.87038442577992]}"
258,20059.125865548795,1000,0,0.03546292081540292,background,2026,"{""type"":""Point"",""coordinates"":[88.86742216339707,27.57421572902798]}"
778,21244.773675821034,1000,0,0.03574392554524142,background,2026,"{""type"":""Point"",""coordinates"":[90.38999784161417,25.796960443065075]}"
726,23291.08358160879,1000,0,0.03577307628659521,background,2026,"{""type"":""Point"",""coordinates"":[90.65125803669173,25.573941286976623]}"
2281,5922.530049521068,1000,0,0.03604616249042314,background,2026,"{""type"":""Point"",""coordinates"":[93.86153497856586,24.74524598330144]}"
2534,8630.72904088424,1000,0,0.036500253135096195,background,2026,"{""type"":""Point"",""coordinates"":[92.21745064064817,27.19548066091717]}"
2943,10405.759511206963,1000,0,0.036603548844998834,background,2026,"{""type"":""Point"",""coordinates"":[92.39382454676755,25.256252295207734]}"
1619,12504.220313866805,1000,0,0.03676294455223128,background,2026,"{""type"":""Point"",""coordinates"":[94.46761689752702,28.457285950228215]}"
2429,23985.989270512422,1000,0,0.03690696666466675,background,2026,"{""type"":""Point"",""coordinates"":[92.1029942714586,25.9828670389093]}"
2478,10383.342236324619,1000,0,0.03713598022844833,background,2026,"{""type"":""Point"",""coordinates"":[90.52316301246769,25.548411096149056]}"
1105,4190.034453207508,1000,0,0.037406828880160226,background,2026,"{""type"":""Point"",""coordinates"":[94.00679381274799,25.13361496950988]}"
1877,15480.820489197442,1000,0,0.03749866245257982,background,2026,"{""type"":""Point"",""coordinates"":[91.67888598654993,23.706127790820304]}"
2574,14367.727857908785,1000,0,0.03829966764348003,background,2026,"{""type"":""Point"",""coordinates"":[94.82160113686628,25.559924734930526]}"
2719,4403.744373888717,1000,0,0.03880492888473086,background,2026,"{""type"":""Point"",""coordinates"":[91.98329069063031,25.22618421632594]}"
433,6571.487961292589,1000,0,0.039310885037245,background,2026,"{""type"":""Point"",""coordinates"":[93.76757927852736,25.18245496668109]}"
1139,8485.86638775549,1000,0,0.03983320457026818,background,2026,"{""type"":""Point"",""coordinates"":[88.46527075823542,27.80393642643048]}"
2798,2497.3082961473533,1000,0,0.03988586637409053,background,2026,"{""type"":""Point"",""coordinates"":[92.70000675164562,23.43640071578731]}"
5,13424.766081055932,1000,0,0.04021643251902829,background,2026,"{""type"":""Point"",""coordinates"":[93.36231925401098,24.91650594204416]}"
1588,19059.49734636436,1000,0,0.04050777119905702,background,2026,"{""type"":""Point"",""coordinates"":[94.06601326646867,27.550855322702326]}"
459,23305.983604437934,1000,0,0.0406960249581384,background,2026,"{""type"":""Point"",""coordinates"":[91.26158212440464,23.303738323290542]}"
659,14818.777995860952,1000,0,0.040904511708659386,background,2026,"{""type"":""Point"",""coordinates"":[91.65853349363209,24.005396681945086]}"
1686,22988.122932821752,1000,0,0.041134520627811644,background,2026,"{""type"":""Point"",""coordinates"":[95.55437713281141,27.408870747173875]}"
1362,22844.21762671558,1000,0,0.041472416732792894,background,2026,"{""type"":""Point"",""coordinates"":[92.9855527240197,26.74740628104224]}"
1534,16415.46884225792,1000,0,0.042710258958763236,background,2026,"{""type"":""Point"",""coordinates"":[91.71386086414972,25.857482056553113]}"
223,14181.820861965096,1000,0,0.04283978969307445,background,2026,"{""type"":""Point"",""coordinates"":[94.82551500999742,28.002272587780293]}"
1632,17130.139219536293,1000,0,0.04288412860333557,background,2026,"{""type"":""Point"",""coordinates"":[92.9144003886738,23.836019506801655]}"
2763,5590.52552180118,1000,0,0.04372062558398471,background,2026,"{""type"":""Point"",""coordinates"":[93.87804174397375,24.041865853936986]}"
1052,18275.363045528076,1000,0,0.04402843667536738,background,2026,"{""type"":""Point"",""coordinates"":[93.4967549686804,25.161260311805727]}"
1897,16458.983057676942,1000,0,0.0441706642287788,background,2026,"{""type"":""Point"",""coordinates"":[94.86987645728205,27.85215273272184]}"
2127,20647.534974595383,1000,0,0.04455548025879941,background,2026,"{""type"":""Point"",""coordinates"":[92.04336980293344,27.696904532225496]}"
2606,3314.7410899486445,1000,0,0.04466083978242785,background,2026,"{""type"":""Point"",""coordinates"":[93.79264856116748,24.545311894379754]}"
2775,7725.366392225761,1000,0,0.044733284794106654,background,2026,"{""type"":""Point"",""coordinates"":[88.33747964108957,27.042385209552315]}"
2222,16269.243988615119,1000,0,0.045303678517079615,background,2026,"{""type"":""Point"",""coordinates"":[94.87632014967562,28.079864272143897]}"
2655,11314.842181371867,1000,0,0.046360309005241795,background,2026,"{""type"":""Point"",""coordinates"":[94.94573875639405,26.118528789027483]}"
2244,12607.534446950982,1000,0,0.04692113896280736,background,2026,"{""type"":""Point"",""coordinates"":[95.05309659672348,28.034077042457643]}"
2040,7360.503137440927,1000,0,0.047091418562725584,background,2026,"{""type"":""Point"",""coordinates"":[92.82071511864423,22.16750814756493]}"
281,3996.643709890062,1000,0,0.04719227956126726,background,2026,"{""type"":""Point"",""coordinates"":[88.42406332094056,27.234707317841536]}"
2370,11378.897896579829,1000,0,0.047802068524763874,background,2026,"{""type"":""Point"",""coordinates"":[92.63592361117995,25.022701044349013]}"
2604,8200.706096096877,1000,0,0.0479588264420725,background,2026,"{""type"":""Point"",""coordinates"":[93.47490483018831,24.910615006213458]}"
2464,20089.620697205486,1000,0,0.04805805668504237,background,2026,"{""type"":""Point"",""coordinates"":[95.63153147854021,28.106354015914707]}"
2406,7686.589414138812,1000,0,0.0482383022384546,background,2026,"{""type"":""Point"",""coordinates"":[95.67402668664876,26.94073405613013]}"
2684,14287.518778224581,1000,0,0.0483106553308168,background,2026,"{""type"":""Point"",""coordinates"":[92.02991716834676,25.756177444080645]}"
227,23529.177758475438,1000,0,0.048354908437792,background,2026,"{""type"":""Point"",""coordinates"":[88.30158207551936,27.57749433392584]}"
1938,6988.044467603173,1000,0,0.04839018115375493,background,2026,"{""type"":""Point"",""coordinates"":[93.00359706736897,27.261089588459622]}"
837,18832.376765171688,1000,0,0.04840518298470231,background,2026,"{""type"":""Point"",""coordinates"":[94.25930677831857,24.505406679841187]}"
324,23650.964367615372,1000,0,0.04849071202220456,background,2026,"{""type"":""Point"",""coordinates"":[92.59958411867628,24.203969567277895]}"
880,2922.7986206969495,1000,0,0.048883590527952214,background,2026,"{""type"":""Point"",""coordinates"":[91.55094400516415,23.303776439184357]}"
1337,20479.118647970216,1000,0,0.049297404566847614,background,2026,"{""type"":""Point"",""coordinates"":[91.57760907987692,26.324735452539954]}"
2172,23563.196911346786,1000,0,0.04935107829898966,background,2026,"{""type"":""Point"",""coordinates"":[88.63074288694571,26.85278956081197]}"
1906,4201.432902304405,1000,0,0.049632249567151066,background,2026,"{""type"":""Point"",""coordinates"":[92.64076210345527,23.455757978671137]}"
2169,16059.54171468713,1000,0,0.049688597862068695,background,2026,"{""type"":""Point"",""coordinates"":[95.06358797859748,28.801103552402846]}"
2995,23791.713598146584,1000,0,0.050468709420952385,background,2026,"{""type"":""Point"",""coordinates"":[91.84981057632213,24.31769307868538]}"
1755,21226.95637874457,1000,0,0.05064185597443516,background,2026,"{""type"":""Point"",""coordinates"":[95.39828898495307,26.85899274189254]}"
579,23440.466454387206,1000,0,0.05069622808866825,background,2026,"{""type"":""Point"",""coordinates"":[92.15955057546249,27.354202886308038]}"
2941,22726.98848961807,1000,0,0.05115130310190741,background,2026,"{""type"":""Point"",""coordinates"":[91.96558747678483,24.307949894020147]}"
367,19205.874873486264,1000,0,0.051228204123123455,background,2026,"{""type"":""Point"",""coordinates"":[95.2413646496476,27.951310382865117]}"
641,12389.273452395215,1000,0,0.05178482131656659,background,2026,"{""type"":""Point"",""coordinates"":[94.52429303770974,27.865907385160575]}"
2666,5381.338151438748,1000,0,0.05275656639070647,background,2026,"{""type"":""Point"",""coordinates"":[92.60782790549978,27.23130757177408]}"
2903,20263.333776760894,1000,0,0.05286272077866949,background,2026,"{""type"":""Point"",""coordinates"":[88.80037973152577,27.770686268886383]}"
1279,17390.576667398604,1000,0,0.05325064283511194,background,2026,"{""type"":""Point"",""coordinates"":[94.0869446424743,24.701621175443798]}"
1061,11851.411638125826,1000,0,0.05353309448887078,background,2026,"{""type"":""Point"",""coordinates"":[94.67708636223499,26.177458977554185]}"
699,4721.443937973216,1000,0,0.054005707474014786,background,2026,"{""type"":""Point"",""coordinates"":[92.5866380006562,27.142872778117987]}"
1689,21863.760315642965,1000,0,0.054126147651589185,background,2026,"{""type"":""Point"",""coordinates"":[94.36043506110184,28.283721385927446]}"
2527,15910.10883100258,1000,0,0.05490402015090201,background,2026,"{""type"":""Point"",""coordinates"":[94.56937983589516,25.506723557007646]}"
2608,19410.915074284272,1000,0,0.055188711232715404,background,2026,"{""type"":""Point"",""coordinates"":[88.57708355812348,28.036904500170856]}"
2116,18698.092849521665,1000,0,0.055456823466452865,background,2026,"{""type"":""Point"",""coordinates"":[96.75252877317284,28.037279054630346]}"
2473,5639.517269389149,1000,0,0.05661754208169367,background,2026,"{""type"":""Point"",""coordinates"":[93.99035279876333,25.692688277282016]}"
914,20224.23134290213,1000,0,0.05690994506087066,background,2026,"{""type"":""Point"",""coordinates"":[94.10691163239908,24.801523804607708]}"
2086,19619.71592001741,1000,0,0.057153029332767,background,2026,"{""type"":""Point"",""coordinates"":[95.56049996680943,27.20121100638163]}"
2910,3382.8958562908515,1000,0,0.05743248790538369,background,2026,"{""type"":""Point"",""coordinates"":[92.85913157979527,25.103414312422323]}"
2564,9885.467197310789,1000,0,0.05743945470119971,background,2026,"{""type"":""Point"",""coordinates"":[93.66796061136655,25.540055198645096]}"
1746,22806.62265272223,1000,0,0.05744996266121949,background,2026,"{""type"":""Point"",""coordinates"":[93.05871444871438,23.596593129602304]}"
1108,2435.8143319620704,1000,0,0.057858494862452314,background,2026,"{""type"":""Point"",""coordinates"":[88.44361471765248,27.290224293247338]}"
280,12489.20493886117,1000,0,0.05895398967198562,background,2026,"{""type"":""Point"",""coordinates"":[94.64323127012003,27.615102490668747]}"
2214,19760.203320945737,1000,0,0.059535847314354684,background,2026,"{""type"":""Point"",""coordinates"":[95.47559743607835,28.111451592438595]}"
2285,18106.243966234524,1000,0,0.05982555792254163,background,2026,"{""type"":""Point"",""coordinates"":[93.56301653505282,28.011899116267596]}"
2801,22964.028090456402,1000,0,0.06002716729114532,background,2026,"{""type"":""Point"",""coordinates"":[93.16013465982674,26.372269375668896]}"
117,15928.418250379273,1000,0,0.060058836976961905,background,2026,"{""type"":""Point"",""coordinates"":[91.55024495582944,23.454763625703535]}"
391,7210.514837718912,1000,0,0.06007119920041093,background,2026,"{""type"":""Point"",""coordinates"":[91.65073513362469,25.55715608770064]}"
2361,15049.878556410007,1000,0,0.060191710976628676,background,2026,"{""type"":""Point"",""coordinates"":[94.07550353674574,24.99918013325707]}"
1161,18920.74072458967,1000,0,0.06047200317674917,background,2026,"{""type"":""Point"",""coordinates"":[93.25095521257532,25.060809809610106]}"
2416,3045.6136094155636,1000,0,0.061394669596880225,background,2026,"{""type"":""Point"",""coordinates"":[94.77708293594672,28.838282729066705]}"
468,24393.954426988614,1000,0,0.0614652526408761,background,2026,"{""type"":""Point"",""coordinates"":[94.8919550211949,26.448569048681424]}"
2641,9642.92199179881,1000,0,0.06158969578642581,background,2026,"{""type"":""Point"",""coordinates"":[94.18068061669143,27.60553874562107]}"
776,5480.4848120192255,1000,0,0.06175296531918617,background,2026,"{""type"":""Point"",""coordinates"":[88.47508411908873,27.46077154482609]}"
637,8517.95481755787,1000,0,0.06352616849726311,background,2026,"{""type"":""Point"",""coordinates"":[91.94648942892577,25.97413290421648]}"
580,5281.330408625782,1000,0,0.06379076151928376,background,2026,"{""type"":""Point"",""coordinates"":[95.08810498082983,28.094749730806907]}"
1363,5165.692452498394,1000,0,0.06434416151220079,background,2026,"{""type"":""Point"",""coordinates"":[93.09067845262727,25.13960058733947]}"
2560,11985.61366441788,1000,0,0.06511204919761204,background,2026,"{""type"":""Point"",""coordinates"":[92.86903129447789,23.7977178707116]}"
1192,8145.43826937959,1000,0,0.06518372307410791,background,2026,"{""type"":""Point"",""coordinates"":[91.95474551878202,25.751147876184664]}"
