system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDMI,NDVI,NDWI,aspect,casualty,dem_source,district,elevation,event_date,event_day_of_year,event_month,event_time_raw,event_type,has_casualty,hls_cloud_cover,hls_date,hls_days_before_event,hls_image_count,hls_valid,landslide_name,landslide_target,location,rainfall_24h_mm,record_id,road_affected,road_affected_flag,slide_id,slide_no,slope,source,source_code,state,state_code,year,.geo
000000000000000000bd,,,,,,,,,,,,,,,5.297132783992936,0,PART2,West Garo Hills,616.4326171875,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Matchurigre Landslide 5,1,Tura Williamnagar Road,125.69000244140625,LS-0190,SH 1,1,Newspapers & Media/2024/Meghalaya/199,70,26.25953548433628,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.34141409741981,25.557145946479757]}"
000000000000000000be,,,,,,,,,,,,,,,80.43656897373671,0,PART2,West Garo Hills,629.3353271484375,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Matchurigre Landslide 6,1,Tura Williamnagar Road,125.69000244140625,LS-0191,SH 1,1,Newspapers & Media/2024/Meghalaya/200,71,10.167173111784589,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.34120006056925,25.556209535258528]}"
000000000000000000bf,,,,,,,,,,,,,,,37.22353056153327,0,PART2,West Garo Hills,612.1469116210938,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Matchurigre Landslide 7,1,Tura Williamnagar Road,125.69000244140625,LS-0192,SH 1,1,Newspapers & Media/2024/Meghalaya/201,72,23.41813627254723,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.34061591833125,25.555085841793062]}"
000000000000000000c0,,,,,,,,,,,,,,,257.0657507413964,0,PART2,West Garo Hills,437.5877075195313,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Chasingre Landslide,1,Tura RongramDedenggre Road,125.69000244140625,LS-0193,NH 217,1,Newspapers & Media/2024/Meghalaya/202,73,10.411557975141214,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.23600986671846,25.556378981098565]}"
000000000000000000c2,,,,,,,,,,,,,,,155.77778434173206,0,PART1,West Garo Hills,112.13970184326172,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Rengsipara Landslide 1,1,Paikan Tura Dalu Road,125.69000244140625,LS-0195,NH 217,1,Newspapers & Media/2024/Meghalaya/204,75,3.4597596905591224,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.2045598269885,25.308287975787994]}"
000000000000000000c3,,,,,,,,,,,,,,,169.53550399907795,0,PART1,West Garo Hills,116.37973022460938,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Rengsipara Landslide 2,1,Paikan Tura Dalu Road,125.69000244140625,LS-0196,NH 217,1,Newspapers & Media/2024/Meghalaya/205,76,8.478199331960466,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.20464454990852,25.308131907251123]}"
000000000000000000c4,,,,,,,,,,,,,,,350.5787560299501,0,PART1,West Garo Hills,321.2816467285156,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Bolpuchring Landslide 1,1,Paikan Tura Dalu Road,125.69000244140625,LS-0197,NH 217,1,Newspapers & Media/2024/Meghalaya/206,77,33.19507460297655,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22067055909461,25.49654676316342]}"
000000000000000000c5,,,,,,,,,,,,,,,345.4088687402152,0,PART1,West Garo Hills,324.26202392578125,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Bolpuchring Landslide 2,1,Paikan Tura Dalu Road,125.69000244140625,LS-0198,NH 217,1,Newspapers & Media/2024/Meghalaya/207,78,13.59162325044198,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22174074334744,25.496702831700297]}"
000000000000000000c6,,,,,,,,,,,,,,,218.01245362302907,0,PART1,West Garo Hills,326.5908203125,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Bolpuchring Landslide 3,1,Paikan Tura Dalu Road,125.69000244140625,LS-0199,NH 217,1,Newspapers & Media/2024/Meghalaya/208,79,23.43372236216661,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22228921277701,25.496123148563345]}"
000000000000000000c7,,,,,,,,,,,,,,,74.1074008271438,0,PART1,West Garo Hills,241.8148193359375,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Derengre Landslide,1,Paikan Tura Dalu Road,125.69000244140625,LS-0200,NH 217,1,Newspapers & Media/2024/Meghalaya/209,80,12.034631309550257,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22314090107821,25.476507563029234]}"
000000000000000000c8,,,,,,,,,,,,,,,85.25654854733284,0,PART1,West Garo Hills,206.6259002685547,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Dinasagre Landslide 1,1,Paikan Tura Dalu Road,125.69000244140625,LS-0201,NH 217,1,Newspapers & Media/2024/Meghalaya/210,81,16.59286163584466,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22083108673253,25.470969359520858]}"
000000000000000000c9,,,,,,,,,,,,,,,77.24559683845581,0,PART1,West Garo Hills,197.12542724609372,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Dinasagre Landslide 2,1,Paikan Tura Dalu Road,125.69000244140625,LS-0202,NH 217,1,Newspapers & Media/2024/Meghalaya/211,82,22.840540705017617,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22070623190304,25.469957143581727]}"
000000000000000000ca,,,,,,,,,,,,,,,182.9682055568504,0,PART1,West Garo Hills,146.43960571289062,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Rongbretgre Landslide 1,1,Paikan Tura Dalu Road,125.69000244140625,LS-0203,NH 217,1,Newspapers & Media/2024/Meghalaya/212,83,18.706908348891435,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.2230561781582,25.399735220192067]}"
000000000000000000cb,,,,,,,,,,,,,,,99.90980697304484,0,PART1,West Garo Hills,143.01535034179688,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Rongbretgre Landslide 2,1,Paikan Tura Dalu Road,125.69000244140625,LS-0204,NH 217,1,Newspapers & Media/2024/Meghalaya/213,84,9.20789657203088,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22663683630412,25.396903691023123]}"
000000000000000000cc,,,,,,,,,,,,,,,309.17364023242146,0,PART1,West Garo Hills,146.65341186523438,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Rongbretgre Landslide 3,1,Paikan Tura Dalu Road,125.69000244140625,LS-0205,NH 217,1,Newspapers & Media/2024/Meghalaya/214,85,6.778031343607663,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22618200799667,25.395994034408222]}"
000000000000000000cd,,,,,,,,,,,,,,,28.054758747248684,0,PART1,West Garo Hills,148.3535614013672,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Rongbretgre Landslide 4,1,Paikan Tura Dalu Road,125.69000244140625,LS-0206,NH 217,1,Newspapers & Media/2024/Meghalaya/215,86,8.497379003398317,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22566475227447,25.39365746545621]}"
000000000000000000ce,,,,,,,,,,,,,,,353.9637595968842,0,PART1,West Garo Hills,147.44151306152344,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Santogre Landslide 1,1,Paikan Tura Dalu Road,125.69000244140625,LS-0207,NH 217,1,Newspapers & Media/2024/Meghalaya/216,87,20.14673930065327,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22225353996858,25.35569713818823]}"
000000000000000000cf,,,,,,,,,,,,,,,6.029562400195687,0,PART1,West Garo Hills,149.1885223388672,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Santogre Landslide 2,1,Paikan Tura Dalu Road,125.69000244140625,LS-0208,NH 217,1,Newspapers & Media/2024/Meghalaya/217,88,21.21490390764534,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.22203504401696,25.355737270097713]}"
000000000000000000d0,,,,,,,,,,,,,,,32.072534384189964,0,PART1,West Garo Hills,173.54408264160156,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Kherapara Landslide 1,1,Paikan Tura Dalu Road,125.69000244140625,LS-0209,NH 217,1,Newspapers & Media/2024/Meghalaya/218,89,8.33261962597472,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.20377948430415,25.33871688137671]}"
000000000000000000d1,,,,,,,,,,,,,,,31.37339853982678,0,PART1,West Garo Hills,171.00950622558594,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Kherapara Landslide 2,1,Paikan Tura Dalu Road,125.69000244140625,LS-0210,NH 217,1,Newspapers & Media/2024/Meghalaya/219,90,16.176748441671357,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.20544718809815,25.324710844967836]}"
000000000000000000d2,,,,,,,,,,,,,,,56.14292332103355,0,PART1,West Garo Hills,171.23382568359375,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Kherapara Landslide 3,1,Paikan Tura Dalu Road,125.69000244140625,LS-0211,NH 217,1,Newspapers & Media/2024/Meghalaya/220,91,12.117051954437269,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.2051350510244,25.324394248793038]}"
000000000000000000d3,,,,,,,,,,,,,,,78.24290393655934,0,PART1,West Garo Hills,168.78060913085938,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Kherapara Landslide 4,1,Paikan Tura Dalu Road,125.69000244140625,LS-0212,NH 217,1,Newspapers & Media/2024/Meghalaya/221,92,13.527729103910511,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.2050681645086,25.324305066771974]}"
000000000000000000d4,,,,,,,,,,,,,,,300.96180752410845,0,PART1,West Garo Hills,142.03579711914062,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Dopogre Landslide 1,1,Paikan Tura Dalu Road,125.69000244140625,LS-0213,NH 217,1,Newspapers & Media/2024/Meghalaya/222,93,3.260146883302801,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.20006505312664,25.314874068043935]}"
000000000000000000d5,,,,,,,,,,,,,,,300.96179103869986,0,PART1,West Garo Hills,142.03579711914062,2024-06-15,167.0,6.0,,1.0,0,53.0,2024-06-14,0.009386574074074073,10,true,Dopogre Landslide 2,1,Paikan Tura Dalu Road,125.69000244140625,LS-0214,NH 217,1,Newspapers & Media/2024/Meghalaya/223,94,3.260148443426137,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[90.20007397132873,25.314949872761837]}"
000000000000000000ee,,,,,,,,,,,,,,,276.8210359313259,0,PART2,Ri Bhoi,1004.84375,2024-06-30,182.0,6.0,,3.0,0,60.0,2024-06-29,0.009479166666666667,10,true,Umiam 2 Landslide,1,Near Umiam Fire Station,114.33999633789062,LS-0239,NH 6,1,Newspapers & Media/2024/Meghalaya/82,27,6.564668818897281,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.90392769755779,25.669591097744497]}"
000000000000000000ef,,,,,,,,,,,,,,,272.25582584345165,0,PART2,Ri Bhoi,947.86328125,2024-06-30,182.0,6.0,,3.0,0,60.0,2024-06-29,0.009479166666666667,10,true,Umbang 1 Landslide,1,"GS Road, Ri Bhoi",129.27999877929688,LS-0240,NH 6,1,Newspapers & Media/2024/Meghalaya/87,29,14.17700107466429,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.90069484929404,25.68249127709212]}"
000000000000000000f0,,,,,,,,,,,,,,,240.9995453165265,0,PART2,Ri Bhoi,988.1036987304688,2024-06-30,182.0,6.0,,3.0,0,60.0,2024-06-29,0.009479166666666667,10,true,NEPA Landslide,1,"GS Road, Ri Bhoi",129.27999877929688,LS-0241,NH 6,1,Newspapers & Media/2024/Meghalaya/88,30,20.083734753005515,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.89749767383871,25.676047876069887]}"
000000000000000000f1,,,,,,,,,,,,,,,49.67492357281202,0,PART2,Ri Bhoi,998.8360595703124,2024-06-30,182.0,6.0,,3.0,0,60.0,2024-06-29,0.009479166666666667,10,true,Umiam 3 Landslide,1,"GS Road, Ri Bhoi",114.33999633789062,LS-0242,NH 6,1,Newspapers & Media/2024/Meghalaya/89,31,31.43465630025499,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.89837611674625,25.675098087545503]}"
000000000000000000f2,,,,,,,,,,,,,,,197.56240973936613,0,PART2,Ri Bhoi,913.7825927734376,2024-06-30,182.0,6.0,,3.0,0,60.0,2024-06-29,0.009479166666666667,10,true,Umbang 2 Landslide,1,"GS Road, Ri Bhoi",114.33999633789062,LS-0243,NH 6,1,Newspapers & Media/2024/Meghalaya/90,32,22.147835134343524,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.90237593039119,25.686236921977013]}"
000000000000000000f3,,,,,,,,,,,,,,,214.2935463078007,0,PART2,Ri Bhoi,910.961181640625,2024-06-30,182.0,6.0,,3.0,0,60.0,2024-06-29,0.009479166666666667,10,true,Umbang 3 Landslide,1,"GS Road, Ri Bhoi",114.33999633789062,LS-0244,NH 6,1,Newspapers & Media/2024/Meghalaya/91,33,13.036546782332158,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.90314289577238,25.6868032278108]}"
000000000000000000f4,,,,,,,,,,,,,,,298.4175432155553,0,PART2,Ri Bhoi,880.5927124023438,2024-06-30,182.0,6.0,,3.0,0,60.0,2024-06-29,0.009479166666666667,10,true,Sumer Landslide,1,"GS Road, Ri Bhoi",129.27999877929688,LS-0245,NH 6,1,Newspapers & Media/2024/Meghalaya/92,34,27.765485533739025,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.9063400712277,25.692127394468613]}"
000000000000000000f5,,,,,,,,,,,,,,,186.3775504843321,0,PART2,Ri Bhoi,961.8806762695312,2024-06-30,182.0,6.0,,3.0,0,60.0,2024-06-29,0.009479166666666667,10,true,Umbang 4 Landslide,1,"GS Road, Ri Bhoi",8.600000381469727,LS-0246,NH 6,1,Newspapers & Media/2024/Meghalaya/93,35,9.345778505290104,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.8995399421212,25.67938774275892]}"
000000000000000000f8,,,,,,,,,,,,,,,99.43276024396636,0,PART2,Ri Bhoi,1038.870361328125,2024-07-01,183.0,7.0,,3.0,0,60.0,2024-06-29,1.0094791666666667,10,true,Umiam Dam Landslide,1,Near Umiam Dam,494.04998779296875,LS-0249,NH 6,1,Newspapers & Media/2024/Meghalaya/83,28,32.43519471833342,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.89807735697566,25.653137014857286]}"
000000000000000000fd,,,,,,,,,,,,,,,14.745652185429948,0,PART2,Ri Bhoi,1082.5496826171875,2024-07-02,184.0,7.0,,3.0,0,31.0,2024-07-01,0.0696875,10,true,Umiam 4 Landslide,1,"GS Road, Ri Bhoi",263.5299987792969,LS-0254,NH 6,1,Newspapers & Media/2024/Meghalaya/109,40,22.155332171832463,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.8989825544895,25.649230842334465]}"
000000000000000000fe,,,,,,,,,,,,,,,114.55555153221724,0,PART2,Ri Bhoi,1104.63427734375,2024-07-02,184.0,7.0,,3.0,0,31.0,2024-07-01,0.0696875,10,true,Umiam 5 Landslide,1,"GS Road, Ri Bhoi",263.5299987792969,LS-0255,NH 6,1,Newspapers & Media/2024/Meghalaya/110,41,16.183100820659106,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.89869271292103,25.650724641187363]}"
000000000000000000ff,,,,,,,,,,,,,,,207.7962559098305,0,PART2,Ri Bhoi,1124.28076171875,2024-07-02,184.0,7.0,,3.0,0,31.0,2024-07-01,0.0696875,10,true,Umiam View Point Landslide,1,"GS Road, Ri Bhoi",263.5299987792969,LS-0256,NH 6,1,Newspapers & Media/2024/Meghalaya/111,42,27.46561345019772,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.8939928204107,25.651023400957946]}"
00000000000000000100,,,,,,,,,,,,,,,70.98554722022516,0,PART2,East Khasi Hills,1171.884033203125,2024-07-02,184.0,7.0,,3.0,0,31.0,2024-07-01,0.0696875,10,true,Mawlai 2 Landslide,1,"GS Road, East Khasi Hills",263.5299987792969,LS-0257,NH 6,1,Newspapers & Media/2024/Meghalaya/112,43,13.44971042626455,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.88939994632565,25.64138728358145]}"
